Type,Text,URL
p,"Sajeesh, S; Sharma, Chandra P",
p,2011-05-01,
p,"The study was aimed at the evaluation ofN-vinylpyrrolidone(NVP) incorporated polymethacrylic acid-chitosan microparticles for oral drug delivery applications. Poly (methacrylic acid)-chitosan (PMC) and poly(methacrylic acid-vinylpyrrolidone)-chitosan (PMVC) microparticles were prepared by an ionic-gelation method. Mucoadhesion behaviour of these particles was evaluated by ex-vivo adhesion method using freshly excised rat intestinal tissue. Cytotoxicity and absorption enhancing property of PMC and PMVC particles were evaluated on Caco 2 cell monolayers. Protease enzyme inhibition capability and insulin loading/release properties of these hydrogel particles was evaluated under in vitro experimental conditions. Addition ofNVPunits enhanced the mucoadhesion behavior of PMC particles on isolated rat intestinal tissue. Both PMC and PMVC particles were found non-toxic on Caco 2 cell monolayers and PMC particles was more effective in improving paracellular transport of fluorescent dextran across Caco 2 cell monolayers as compared to PMVC particles. However, protease inhibition efficacy of PMC particles was not significantly affected withNVPaddition.NVPincorporation improved the insulin release properties of PMC microparticles at acidic pH. Hydrophilic modification seems to be an interesting approach in improving mucoadhesion capability of PMC microparticles.",
p,Surface characterization and protein interaction of a series of model poly[acrylonitrile-co-(N-vinylpyrrolidone)] nanocarriers for drug targeting.,
a,Surface characterization and protein interaction of a series of model poly[acrylonitrile-co-(N-vinylpyrrolidone)] nanocarriers for drug targeting.,https://www.ncbi.nlm.nih.gov/pubmed/25746947
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Staufenbiel, Sven; Merino, Marian; Li, Wenzhong; Huang, Mao-Dong; Baudis, Stefan; Lendlein, Andreas; Müller, Rainer H; Wischke, Christian",
p,2015-05-15,
p,"The surface properties of intravenously injected nanoparticles determine the acquired blood protein adsorption pattern and subsequently the organ distribution and cellular recognition. A series of poly[acrylonitrile-co-(N-vinylpyrrolidone)] (PANcoNVP) model nanoparticles (133-181 nm) was synthesized, in which the surface properties were altered by changing the molar content ofNVP(0-33.8 mol%) as the more hydrophilic repeating unit. The extent of achieved surface property variation was comprehensively characterized. The residual sodium dodecyl sulfate (SDS) content from the synthesis was in the range 0.3-1.6 μgml(-1), potentially contributing to the surface properties. Surface hydrophobicity was determined by Rose Bengal dye adsorption, hydrophobic interaction chromatography (HIC) and aqueous two-phase partitioning (TPP). Particle charge was quantified by zeta potential (ZP) measurements including ZP-pH profiles. The interaction with proteins was analyzed by ZP measurements in serum and by adsorption studies with single proteins. Compared to hydrophobic polystyrene model nanoparticles, all PANcoNVPparticles were very hydrophilic. Differences in surface hydrophobicity could be detected, which did not linearly correlate with the systematically altered bulk composition of the PANcoNVPnanoparticles. This proves the high importance of a thorough surface characterization applying a full spectrum of methods, complementing predictions solely based on bulk polymer composition. Copyright © 2015. Published by Elsevier B.V.",
p,Effect of crosslinking concentration on properties of 3-(trimethoxysilyl) propyl methacrylate/N-vinylpyrrolidonegels.,
a,Effect of crosslinking concentration on properties of 3-(trimethoxysilyl) propyl methacrylate/N-vinylpyrrolidonegels.,https://www.ncbi.nlm.nih.gov/pubmed/29442180
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Mohammed, Ameen Hadi; Ahmad, Mansor B; Ibrahim, Nor Azowa; Zainuddin, Norhazlin",
p,2018-02-13,
p,"The incorporation of two different monomers, having different properties, in the same polymer molecule leads to the formation of new materials with great scientific and commercial importance. The basic requirements for polymeric materials in some areas of biomedical applications are that they are hydrophilic, having good mechanical and thermal properties, soft, and oxygen-permeable. A series of 3-(trimethoxysilyl) propyl methacrylate/N-vinylpyrrolidone(TMSPM/NVP) xerogels containing different concentration of ethylene glycol dimethacrylate (EGDMA) as crosslinking agent were prepared by bulk polymerization to high conversion using BPO as initiator. The copolymers were characterized by FTIR. The corresponding hydrogels were obtained by swelling the xerogels in deionized water to equilibrium. Addition of EGDMA increases the transparency of xerogels and hydrogels. The minimum amount of EGDMA required to produce a transparent xerogel is 1%. All the Swelling parameters, including water content (EWC), volume fraction of polymer (ϕ 2 ) and weight loss during swelling decrease with increasing EGDMA. Young's and shear modulus (E and G) increase as EGDMA increases. The hydrogels were characterized in terms of modulus cross-linking density (v e and v t ) and polymer-solvent interaction parameters (χ). Thermal properties include TGA and glass transition temperature (T g ) enhance by adding EGDMA whereas the oxygen permeability (P) of hydrogels decreases as water content decrease. This study prepared and studied the properties for new copolymer (TMSPM-co-NVP) contains different amounts of (EGDMA). These copolymers possess new properties with potential use in different biomedical applications. The properties of the prepared hydrogels are fit with the standard properties of materials which should be used for contact lenses.",
p,Multi-stage Mass Spectrometry of Poly(vinylpyrrolidone) and ItsVinylSuccinimide Copolymer Formed upon Exposure to Sodium Hypochlorite,
a,Multi-stage Mass Spectrometry of Poly(vinylpyrrolidone) and ItsVinylSuccinimide Copolymer Formed upon Exposure to Sodium Hypochlorite,https://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pmcentrez&artid=5086575
p,PubMed Central,
a,PubMed Central,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pmc
p,"Fouquet, Thierry; Torimura, Masaki; Sato, Hiroaki",
p,2016-01-01,
p,"The degradation routes of poly(vinylpyrrolidone) (PVP) exposed to sodium hypochlorite (bleach) have been previously investigated using chemical analyses such as infrared spectroscopy. So far, no reports have proposed mass spectrometry (MS) as an alternative tool despite its capability to provide molecular and structural information using its single stage electrospray (ESI) or matrix assisted laser desorption ionization (MALDI) and multi stage (MSn) configurations, respectively. The present study thus reports on the characterization of PVP after its exposure to bleach by high resolution MALDI spiralTOF-MS and Kendrick mass defect analysis providing clues as to the formation of avinylpyrrolidone/vinylsuccinimide copolymeric degradation product. A thorough investigation of the fragmentation pathways of PVP adducted with sodium and proton allows one main route to be described—namely the release of thepyrrolidonependant group in a charge remote and charge driven mechanism, respectively. Extrapolating this fragmentation pathway, the oxidation ofvinylpyrrolidoneintovinylsuccinimide hypothesized from the single stage MS is validated by the detection of an alternative succinimide neutral loss in lieu of thepyrrolidonerelease in the ESI-MSn spectra of the aged PVP sample. It constitutes an example of application of multi-stage mass spectrometry for the characterization of the degradation of polymeric samples at a molecular level. PMID:27800293",
p,Synthesis and characterization of Pd-poly(N-vinyl-2-pyrrolidone)/KIT-5 nanocomposite as a polymer-inorganic hybrid catalyst for the Suzuki-Miyaura cross-coupling reaction,
a,Synthesis and characterization of Pd-poly(N-vinyl-2-pyrrolidone)/KIT-5 nanocomposite as a polymer-inorganic hybrid catalyst for the Suzuki-Miyaura cross-coupling reaction,https://www.osti.gov/biblio/21580082-synthesis-characterization-pd-poly-vinyl-pyrrolidone-kit-nanocomposite-polymer-inorganic-hybrid-catalyst-suzuki-miyaura-cross-coupling-reaction
p,DOE Office of Scientific and Technical Information (OSTI.GOV),
a,DOE Office of Scientific and Technical Information (OSTI.GOV),http://www.osti.gov/search
p,"Kalbasi, Roozbeh Javad, E-mail: rkalbasi@iaush.ac.ir; Mosaddegh, Neda",
p,2011-11-15,
p,"Composite poly(N-vinyl-2-pyrrolidone)/KIT-5 (PVP/KIT-5) was prepared by in situ polymerization method and used as a support for palladium nanoparticles obtained through the reduction of Pd(OAc){sub 2} by hydrazine hydrate. The physical and chemical properties of the catalyst were investigated by XRD, FT-IR, UV-vis, TG, BET, SEM, and TEM techniques. The catalytic performance of this novel heterogeneous catalyst was determined for the Suzuki-Miyaura cross-coupling reaction between aryl halides and phenylboronic acid in the presence of water at room temperature. The stability of the nanocomposite catalyst was excellent and could be reused 8 times without much loss of activity in the Suzuki-Miyaura cross-couplingmore » reaction. - Graphical Abstract: Pd-poly(N-vinyl-2-pyrrolidone)/KIT-5 was prepared as an organic-inorganic hybrid catalyst for the Suzuki-Miyaura reaction. The stability of the catalyst was excellent and could be reused 8 times in the Suzuki-Miyaura reaction. Highlights: > Pd-poly(N-vinyl-2-pyrrolidone)/KIT-5 was prepared as a novel nanocomposite. > Nanocomposite was prepared based on a cage-type mesoporous system. > Catalyst showed excellent activity for Suzuki-Miyaura reaction in water. > Stability of the catalyst was excellent and could be reused 8 times.« less",
p,Hydrophilic porous magnetic poly(GMA-MBAA-NVP) composite microspheres containing oxirane groups: An efficient carrier for immobilizing penicillin G acylase,
a,Hydrophilic porous magnetic poly(GMA-MBAA-NVP) composite microspheres containing oxirane groups: An efficient carrier for immobilizing penicillin G acylase,http://adsabs.harvard.edu/abs/2015JMMM..378..306X
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Xue, Ping; Su, Weiguang; Gu, Yaohua; Liu, Haifeng; Wang, Julan",
p,2015-03-01,
p,"Magnetic hydrophilic polymeric microspheres containing oxirane groups were prepared by inverse suspension polymerization of glycidyl methacrylate (GMA),N, N‧-methylene bisacrylamide (MBAA) andN-vinylpyrrolidone(NVP) in the existence of formamide, which were denoted as magnetic poly(GMA-MBAA-NVP) microspheres. The magnetic poly(GMA-MBAA-NVP) microspheres were characterized by scanning electron microscopy (SEM), FT-IR spectroscopy, X-ray diffraction (XRD), vibrating sample magnetometer (VSM) and so on. The results showed that poly(GMA-MBAA-NVP) microspheres possessed well spherical shape, narrow size distribution, abundant porous structure, reactive oxirane groups and superparamagnetic properties. Formamide used in the present work served as a modifier, a dispersant and a porogen to form final porous polymer microspheres. The penicillin G acylase (PGA) was covalently immobilized onto the magnetic microspheres through the reaction between the amino groups of enzyme and the oxirane groups on the microspheres for producing 6-aminopenicillanic acid (6-APA). The effects of GMA/NVPratio and crosslink density on the activity of immobilized PGA were investigated. The highest apparent activity, enzyme loading and coupling yield of immobilized PGA were 821 IU/g, 65.3 mg/g and 42.3% respectively when the mass ratio of GMA/NVPwas 1:1 and crosslink density was 60%. Compared with the free PGA, immobilized PGA showed a wider range of pH value and reaction temperature. The relative activity and reaction rate of immobilized PGA remained almost constant after 20 recycles. The magnetic poly(GMA-MBAA-NVP) microspheres would be very promising carriers for immobilizing enzymes in industrial application.",
p,Synthesis and Application ofPyrrolidone-containing Shale Inhibitors,
a,Synthesis and Application ofPyrrolidone-containing Shale Inhibitors,http://adsabs.harvard.edu/abs/2018MS%26E..322b2023L
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Liu, Yonggui; Hou, Jie; Zhang, Yang; Yan, Jing; Song, Tao; Xu, Yongjun",
p,2018-03-01,
p,"New generation polyamine inhibitors are amino-terminated polyethers with excellent inhibiting capabilities; they play a key role in borehole stabilization and reservoir protection. However, polyamine inhibitors are limited by their poor thermal stability, which can be attributed to the presence of ether bonds in their molecular structures. We propose a three-step synthesis approach fora novelpyrrolidone-containing polyamine inhibitor (DYNP) by introducingN-vinyl-2-pyrrolidone(NVP) on divinyloxyethane. This polyamine inhibitor exhibits an optimized molecular structure and has enhanced heat resistance. Characterizations by infrared (IR) spectroscopy and evaluation tests demonstrate several advantages of DYNP inhibitors, including excellent inhibiting capability (superior to similar materials such as polyamines), improved heat resistance (reasonable stability at temperatures up to 240°C), and good compatibility with both fresh water and salt water drilling fluids. These can be attributed to the presence of considerable amounts of amino groups in the repeating unit of DYNP molecules. The DYNP inhibitor was applied in over 20 boreholes in tight oil blocks in Daqing Oilfield to relieve hydration of formations with high shale contents. For instance, drilling in the 2033.5m horizontal section of Dragon 2 borehole was smooth, with a borehole diameter expansion ratio below 10%.",
p,Pyrolysis-gas chromatography-mass spectrometry for studyingN-vinyl-2-pyrrolidone-co-vinylacetate copolymers and their dissolution behaviour.,
a,Pyrolysis-gas chromatography-mass spectrometry for studyingN-vinyl-2-pyrrolidone-co-vinylacetate copolymers and their dissolution behaviour.,https://www.ncbi.nlm.nih.gov/pubmed/22023866
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Chojnacka, Aleksandra; Ghaffar, Abdul; Feilden, Andrew; Treacher, Kevin; Janssen, Hans-Gerd; Schoenmakers, Peter",
p,2011-11-14,
p,"Knowledge on the solubility behaviour and dissolution rate of speciality and commodity polymers is very important for the use of such materials in high-tech applications. We have developed methods for the quantification and characterization of dissolved copolymers ofN-vinyl-2-pyrrolidone(VP) andvinylacetate (VA) during dissolution in water. The methods are based on pyrolysis (Py) performed in a programmed-temperature vaporization injector with subsequent identification and quantification of the components in the pyrolysate using capillary gas chromatography-mass spectrometry (GC-MS). By injecting large volumes and applying cryo-focussing at the top of the column, low detection limits could be achieved. The monomer ratio was found to have the greatest effect on the dissolution rate of the PVP-co-VA copolymers. The material with the highest amount of VA (50%) dissolves significantly slower than the other grades. Size-exclusion chromatography (SEC) and Py-GC-MS were used to measure molecular weights and average chemical compositions, respectively. Combined off-line SEC//Py-GC-MS was used to determine the copolymer composition (VP/VA ratio), as a function of the molecular weight for the pure polymers. In the dissolution experiments, a constant VP/VA ratio across the dissolution curve was observed for all copolymers analysed. This suggests a random distribution of the two monomers over the molecules. Copyright © 2011 Elsevier B.V. All rights reserved.",
p,Flavonoids preservation and release by methacrylic acid-grafted (N-vinyl-pyrrolidone).,
a,Flavonoids preservation and release by methacrylic acid-grafted (N-vinyl-pyrrolidone).,https://www.ncbi.nlm.nih.gov/pubmed/22524466
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Parisi, Ortensia Ilaria; Puoci, Francesco; Iemma, Francesca; Curcio, Manuela; Cirillo, Giuseppe; Spizzirri, Umile Gianfranco; Picci, Nevio",
p,2013-01-01,
p,"Flavonoids preservation and release. Synthesis of a polymeric material able to prevent thermal and photo degradation of a flavonoid model compound, such as (+)-catechin, and suitable for a controlled/sustained delivery of this molecule in gastro-intestinal simulating fluids. Methacrylic acid (MAA) was grafted onto poly(N-vinyl-pyrrolidone) (PVP) by a free radical grafting procedure involving a single-step reaction at room temperature. For this purpose, hydrogen peroxide/ascorbic acid redox pair was employed as water-soluble and biocompatible initiator system. FT-IR spectra confirmed the insertion of MAA onto the polymeric chain. Stability studies, performed under various conditions, such as freeze-thaw cycles, exposure to strong light, thermal stability studies under constant humidity and with light protection at different temperatures, showed the preservative properties of the polymeric material towards flavonoids. Furthermore, the biocompatibility was highlighted by Hen's Egg Test-Chorioallantoic Membrane assay and in vitro release studies demonstrated the possibility to employ PVP-MAA copolymer as a device for gastro-intestinal release of flavonoids. The coupling of good preservative properties together with biocompatibility and the usefulness as carrier in controlled release make this kind of material very interesting from an industrial point of view for different applications in food, pharmaceutical, and cosmetic fields.",
p,Catalytic Effect of Pd Clusters in the Poly(N-vinyl-2-pyrrolidone) Combustion,
a,Catalytic Effect of Pd Clusters in the Poly(N-vinyl-2-pyrrolidone) Combustion,http://adsabs.harvard.edu/abs/2018NRL....13...12S
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Schiavo, L.; De Nicola, S.; Carotenuto, G.",
p,2018-01-01,
p,"Pd(0) is able to catalyze oxygen-involving reactions because of its capability to convert molecular oxygen to the very reactive atomic form. Consequently, the embedding of a little amount of Pd(0) clusters in polymeric phases can be technologically exploited to enhance the incineration kinetic of these polymers. The effect of nanostructuration on the Pd(0) catalytic activity in the polymer incineration reaction has been studied using poly(N-vinyl-2-pyrrolidone) ( \\overline{Mw} = 10,000 gmol-1) as polymeric model system. A change in the PVP incineration kinetic mechanism with significant increase in the reaction rate was experimentally found. The kinetic of the Pd(0)-catalyzed combustion has been studied by isothermal thermogravimetric analysis. After a short induction time, the combustion in presence of Pd(0) clusters shifted to a zero-order kinetic from a second-order kinetic control, which is operative in pure PVP combustion reaction. In addition, the activation energy resulted much lowered compared to the pure PVP incineration case (from 300 to 260 kJ/mol).",
p,Poly(N-vinyl-2-pyrrolidone)-stabilized palladium-platinum nanoparticles-catalyzed hydrolysis of ammonia borane for hydrogen generation,
a,Poly(N-vinyl-2-pyrrolidone)-stabilized palladium-platinum nanoparticles-catalyzed hydrolysis of ammonia borane for hydrogen generation,http://adsabs.harvard.edu/abs/2015JPS...276..320R
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Rakap, Murat",
p,2015-02-01,
p,"The catalytic use of highly efficient poly(N-vinyl-2-pyrrolidone)-stabilized palladium-platinum nanoparticles (4.2 ± 1.9 nm) in the hydrolysis of ammonia-borane is reported. The catalyst is prepared by co-reduction of two metal ions in ethanol/water mixture by an alcohol reduction method and characterized by transmission electron microscopy, X-ray photoelectron spectroscopy and UV-Vis spectroscopy. They are recyclable and highly active for hydrogen generation from the hydrolysis of ammonia-borane even at very low concentrations and temperature, providing a record numbers of average turnover frequency value (125 mol H2/mol cat.min-1) and maximum hydrogen generation rate (3468 L H2 min-1 (mol cat)-1). They also provide activation energy of 51.7 ± 2 kJ/mol for the hydrolysis of ammonia borane.",
p,40 CFR 180.1130 -N-(n-octyl)-2-pyrrolidoneandN-(n-dodecyl)-2-pyrrolidone; exemptions from the requirement of a...,
a,40 CFR 180.1130 -N-(n-octyl)-2-pyrrolidoneandN-(n-dodecyl)-2-pyrrolidone; exemptions from the requirement of a...,https://www.gpo.gov/fdsys/pkg/CFR-2011-title40-vol24/pdf/CFR-2011-title40-vol24-sec180-1130.pdf
p,"Code of Federal Regulations, 2011 CFR",
a,"Code of Federal Regulations, 2011 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2011&page.go=Go
p,,
p,2011-07-01,
p,... 40 Protection of Environment 24 2011-07-01 2011-07-01 falseN-(n-octyl)-2-pyrrolidoneandN-(n... EXEMPTIONS FOR PESTICIDE CHEMICAL RESIDUES IN FOOD Exemptions From Tolerances § 180.1130N-(n-octyl)-2-pyrrolidoneandN-(n-dodecyl)-2-pyrrolidone; exemptions from the requirement of a tolerance.N-(n-octyl)-2...,
p,40 CFR 180.1130 -N-(n-octyl)-2-pyrrolidoneandN-(n-dodecyl)-2-pyrrolidone; exemptions from the requirement of a...,
a,40 CFR 180.1130 -N-(n-octyl)-2-pyrrolidoneandN-(n-dodecyl)-2-pyrrolidone; exemptions from the requirement of a...,https://www.gpo.gov/fdsys/pkg/CFR-2010-title40-vol23/pdf/CFR-2010-title40-vol23-sec180-1130.pdf
p,"Code of Federal Regulations, 2010 CFR",
a,"Code of Federal Regulations, 2010 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2010&page.go=Go
p,,
p,2010-07-01,
p,... 40 Protection of Environment 23 2010-07-01 2010-07-01 falseN-(n-octyl)-2-pyrrolidoneandN-(n... EXEMPTIONS FOR PESTICIDE CHEMICAL RESIDUES IN FOOD Exemptions From Tolerances § 180.1130N-(n-octyl)-2-pyrrolidoneandN-(n-dodecyl)-2-pyrrolidone; exemptions from the requirement of a tolerance.N-(n-octyl)-2...,
p,Bioreactor validation and biocompatibility of Ag/poly(N-vinyl-2-pyrrolidone) hydrogel nanocomposites.,
a,Bioreactor validation and biocompatibility of Ag/poly(N-vinyl-2-pyrrolidone) hydrogel nanocomposites.,https://www.ncbi.nlm.nih.gov/pubmed/23376750
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Jovanović, Zeljka; Radosavljević, Aleksandra; Kačarević-Popović, Zorica; Stojkovska, Jasmina; Perić-Grujić, Aleksandra; Ristić, Mirjana; Matić, Ivana Z; Juranić, Zorica D; Obradovic, Bojana; Mišković-Stanković, Vesna",
p,2013-05-01,
p,"Silver/poly(N-vinyl-2-pyrrolidone) (Ag/PVP) nanocomposites containing Ag nanoparticles at different concentrations were synthesized using γ-irradiation. Cytotoxicity of the obtained nanocomposites was determined by MTT assay in monolayer cultures of normal human immunocompetent peripheral blood mononuclear cells (PBMC) that were either non-stimulated or stimulated to proliferate by mitogen phytohemagglutinin (PHA), as well as in human cervix adenocarcinoma cell (HeLa) cultures. Silver release kinetics and mechanical properties of nanocomposites were investigated under bioreactor conditions in the simulated body fluid (SBF) at 37°C. The release of silver was monitored under static conditions, and in two types of bioreactors: perfusion bioreactors and a bioreactor with dynamic compression coupled with SBF perfusion simulating in vivo conditions in articular cartilage. Ag/PVP nanocomposites exhibited slight cytotoxic effects against PBMC at the estimated concentration of 0.4 μmol dm(-3), with negligible variations observed amongst different cell cultures investigated. Studies of the silver release kinetics indicated internal diffusion as the rate limiting step, determined by statistically comparable results obtained at all investigated conditions. However, silver release rate was slightly higher in the bioreactor with dynamic compression coupled with SBF perfusion as compared to the other two systems indicating the influence of dynamic compression. Modelling of silver release kinetics revealed potentials for optimization of Ag/PVP nanocomposites for particular applications as wound dressings or soft tissue implants. Copyright © 2013 Elsevier B.V. All rights reserved.",
p,The Impact of the Polymer Chain Length on the Catalytic Activity of Poly(N-vinyl-2-pyrrolidone)-supported Gold Nanoclusters.,
a,The Impact of the Polymer Chain Length on the Catalytic Activity of Poly(N-vinyl-2-pyrrolidone)-supported Gold Nanoclusters.,https://www.ncbi.nlm.nih.gov/pubmed/28852145
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Haesuwannakij, Setsiri; Kimura, Tetsunari; Furutani, Yuji; Okumura, Kazu; Kokubo, Ken; Sakata, Takao; Yasuda, Hidehiro; Yakiyama, Yumi; Sakurai, Hidehiro",
p,2017-08-29,
p,"Poly(N-vinyl-2-pyrrolidone) (PVP) of varying molecular weight (M w  = 40-360 kDa) were employed to stabilize gold nanoclusters of varying size. The resulting Au:PVP clusters were subsequently used as catalysts for a kinetic study on the sized-dependent aerobic oxidation of 1-indanol, which was monitored by time-resolved in situ infrared spectroscopy. The obtained results suggest that the catalytic behaviour is intimately correlated to the size of the clusters, which in turn depends on the molecular weight of the PVPs. The highest catalytic activity was observed for clusters with a core size of ~7 nm, and the size of the cluster should increase with the molecular weight of the polymer in order to maintain optimal catalytic activity. Studies on the electronic and colloid structure of these clusters revealed that the negative charge density on the cluster surface also strongly depends on the molecular weight of the stabilizing polymers.",
p,Preparation and Properties of Electrospun Poly (VinylPyrrolidone)/Cellulose Nanocrystal/Silver Nanoparticle Composite Fibers,
a,Preparation and Properties of Electrospun Poly (VinylPyrrolidone)/Cellulose Nanocrystal/Silver Nanoparticle Composite Fibers,https://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pmcentrez&artid=5456859
p,PubMed Central,
a,PubMed Central,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pmc
p,"Huang, Siwei; Zhou, Ling; Li, Mei-Chun; Wu, Qinglin; Kojima, Yoichi; Zhou, Dingguo",
p,2016-01-01,
p,"Poly (vinylpyrrolidone) (PVP)/cellulose nanocrystal (CNC)/silver nanoparticle composite fibers were prepared via electrospinning usingN,N′-dimethylformamide (DMF) as a solvent. Rheology, morphology, thermal properties, mechanical properties, and antimicrobial activity of nanocomposites were characterized as a function of material composition. The PVP/CNC/Ag electrospun suspensions exhibited higher conductivity and better rheological properties compared with those of the pure PVP solution. The average diameter of the PVP electrospun fibers decreased with the increase in the amount of CNCs and Ag nanoparticles. Thermal stability of electrospun composite fibers was decreased with the addition of CNCs. The CNCs help increase the composite tensile strength, while the elongation at break decreased. The composite fibers included Ag nanoparticles showed improved antimicrobial activity against both the Gram-negative bacterium Escherichia coli (E. coli) and the Gram-positive bacterium Staphylococcus aureus (S. aureus). The enhanced strength and antimicrobial performances of PVP/CNC/Ag electrospun composite fibers make the mat material an attractive candidate for application in the biomedical field. PMID:28773644",
p,Studies on biodegradable and crosslinkable poly(castor oil fumarate)/poly(propylene fumarate) composite adhesive as a potential injectable biomaterial.,
a,Studies on biodegradable and crosslinkable poly(castor oil fumarate)/poly(propylene fumarate) composite adhesive as a potential injectable biomaterial.,https://www.ncbi.nlm.nih.gov/pubmed/18592346
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Mitha, M K; Jayabalan, M",
p,2009-12-01,
p,"Biodegradable hydroxyl terminated-poly(castor oil fumarate) (HT-PCF) and poly(propylene fumarate) (HT-PPF) resins were synthesized as an injectable and in situ-cross linkable polyester resins for orthopedic applications. An injectable adhesive formulation containing this resin blend,N-vinylpyrrolidone(NVP), hydroxy apatite, free radical initiator and accelerator was developed. The Composite adhesives containing the ratio of resin blend andNVP, 2.1:1.5, 2.1:1.2 and 2.1:1.0 set fast with tolerable exothermic temperature as a three dimensionally cross linked toughened material. Crosslink density and mechanical properties of the crosslinked composite increase with increase ofNVP. The present crosslinked composite has hydrophilic character and cytocompatibility with L929 fibroblast cells.",
p,Development of a P((MAA-co-NVP)-g-EG) Hydrogel Platform for Oral Protein Delivery: Effects of Hydrogel Composition on Environmental Response and Protein Partitioning.,
